"","gender","race.ethnicity","parental.level.of.education","lunch","test.preparation.course","math.score","reading.score","writing.score","science.score"
"918","female","group C","high school","standard","none",77.6,81.2048192771084,78.6666666666667,92.4149767039014
"919","female","group C","associate's degree","standard","completed",82.8,88.9156626506024,91.1111111111111,71.1266663271049
"920","male","group B","some college","standard","completed",96.4,98.0722891566265,96,96.813913492739
"921","male","group D","high school","free/reduced","none",87.6,85.5421686746988,85.3333333333333,83.6652988605679
"922","female","group C","high school","free/reduced","none",74,77.3493975903614,76,94.9865519755953
"923","male","group D","high school","standard","none",88.8,83.6144578313253,84.8888888888889,80.7178211825038
"924","female","group B","associate's degree","free/reduced","none",81.6,83.1325301204819,84.4444444444444,86.2849524032203
"925","male","group D","high school","free/reduced","none",89.6,85.5421686746988,86.2222222222222,89.166864990772
"926","male","group E","some high school","standard","completed",89.6,82.6506024096386,82.2222222222222,84.4749211956387
"927","male","group E","associate's degree","free/reduced","none",85.6,78.7951807228916,78.6666666666667,80.1704315882994
"928","female","group D","high school","free/reduced","completed",86,81.2048192771084,87.1111111111111,86.9804251335457
"929","male","group E","associate's degree","free/reduced","completed",78.4,72.5301204819277,75.1111111111111,71.6037948964046
"930","female","group C","some high school","free/reduced","none",79.2,78.7951807228916,78.2222222222222,100
"931","male","group C","some college","free/reduced","completed",86.8,87.4698795180723,86.6666666666667,87.7114062998895
"932","male","group D","some college","free/reduced","none",84.8,79.2771084337349,83.1111111111111,75.9485354294514
"933","male","group D","associate's degree","free/reduced","completed",84.4,86.0240963855422,88,86.9279275998186
"934","male","group C","bachelor's degree","free/reduced","completed",88,87.9518072289157,88.4444444444444,88.7835372485763
"935","male","group C","associate's degree","standard","completed",99.2,93.7349397590361,95.5555555555556,90.1333135523743
"936","male","group D","some college","free/reduced","none",88,82.1686746987952,81.3333333333333,86.3201860622371
"937","male","group A","associate's degree","standard","none",86.8,79.2771084337349,79.1111111111111,74.2512485538616
"938","female","group E","high school","free/reduced","none",82.8,79.7590361445783,80.8888888888889,96.7663635460274
"939","male","group D","some college","standard","completed",94,90.8433734939759,93.3333333333333,96.9099318774287
"940","male","group D","some high school","standard","completed",90.8,84.5783132530121,86.2222222222222,84.0820906648622
"941","male","group C","master's degree","free/reduced","completed",88.8,83.6144578313253,87.5555555555556,81.8137789093065
"942","female","group D","master's degree","standard","none",91.2,95.6626506024096,98.2222222222222,62.0561201018166
"943","male","group C","high school","standard","none",92.4,83.6144578313253,84,92.3249597344279
"944","male","group A","some high school","free/reduced","completed",84.4,81.6867469879518,82.6666666666667,76.8934322110411
"945","female","group B","high school","standard","none",83.2,84.5783132530121,82.6666666666667,85.1839427147172
"946","female","group C","associate's degree","standard","none",81.6,81.2048192771084,81.3333333333333,84.8196547865537
"947","male","group B","high school","standard","none",92.8,91.3253012048193,91.1111111111111,87.4462948803648
"948","female","group D","some college","free/reduced","none",79.6,79.7590361445783,82.2222222222222,100
"949","male","group B","some high school","free/reduced","completed",79.6,75.9036144578313,78.6666666666667,76.9804734382325
"950","female","group E","high school","free/reduced","completed",82.8,87.9518072289157,88,70.6053330121175
"951","male","group E","high school","standard","none",97.6,86.9879518072289,87.1111111111111,90.9564975578669
"952","female","group D","some college","standard","completed",90,88.9156626506024,92.4444444444444,81.1127338512484
"953","female","group E","some high school","free/reduced","none",89.6,87.4698795180723,87.5555555555556,73.8840102750684
"954","male","group C","high school","standard","completed",83.2,76.8674698795181,79.5555555555556,79.3906590511572
"955","female","group C","some college","standard","none",84.8,85.0602409638554,86.2222222222222,92.5018402728597
"956","male","group E","associate's degree","standard","none",88.8,79.2771084337349,83.1111111111111,84.5099304077911
"957","male","group C","some college","standard","none",93.6,93.7349397590361,91.5555555555556,87.6740728241155
"958","female","group D","master's degree","standard","none",96.8,100,100,64.5565350975333
"959","female","group D","high school","standard","none",78,82.1686746987952,81.7777777777778,89.9074147752822
"960","male","group C","high school","standard","none",90,90.8433734939759,87.1111111111111,81.1141162289807
"961","female","group A","some college","standard","none",82.4,79.7590361445783,84,93.2502410232852
"962","female","group D","some high school","free/reduced","none",79.2,77.8313253012048,79.1111111111111,94.1181920456615
"963","female","group E","associate's degree","standard","none",100,100,100,59.0124815098259
"964","female","group C","some high school","free/reduced","completed",86,88.433734939759,88.8888888888889,74.2959136704144
"965","male","group D","some college","standard","none",88.8,79.2771084337349,81.3333333333333,74.9633657311968
"966","female","group D","some college","standard","none",84.8,85.5421686746988,87.5555555555556,84.6754918125171
"967","male","group A","some high school","standard","completed",86.4,84.5783132530121,84,78.3330204422259
"968","male","group C","some college","standard","none",85.2,82.1686746987952,82.2222222222222,82.9034340061665
"969","female","group E","associate's degree","standard","none",87.2,88.433734939759,85.3333333333333,75.4473126412396
"970","female","group B","bachelor's degree","standard","none",90,92.289156626506,91.1111111111111,71.3425779847917
"971","female","group D","bachelor's degree","standard","none",95.6,100,100,57.6202737007232
"972","male","group C","some high school","standard","completed",91.2,86.5060240963855,86.2222222222222,90.1154412687367
"973","female","group A","high school","free/reduced","completed",81.2,75.9036144578313,82.2222222222222,99.0112879340707
"974","female","group D","some college","free/reduced","none",79.6,83.1325301204819,82.6666666666667,95.1266515310353
"975","female","group A","some college","standard","none",81.6,82.1686746987952,85.3333333333333,86.9555768060517
"976","female","group C","some college","standard","completed",85.6,91.3253012048193,89.7777777777778,70.1972104724191
"977","male","group B","some college","free/reduced","completed",84,81.6867469879518,82.2222222222222,79.0443314199157
"978","male","group C","associate's degree","standard","none",84.8,83.1325301204819,81.3333333333333,81.3569229718791
"979","male","group D","high school","standard","completed",82,71.566265060241,76.8888888888889,66.7049918477846
"980","female","group C","associate's degree","standard","none",96.4,97.5903614457831,97.3333333333333,59.4352056445101
"981","female","group B","high school","free/reduced","none",63.2,63.3734939759036,65.7777777777778,100
"982","male","group D","some high school","standard","none",92.4,89.3975903614458,90.2222222222222,95.916430092039
"983","male","group B","some high school","standard","completed",91.6,92.7710843373494,93.7777777777778,94.7538825017256
"984","female","group A","some college","standard","completed",91.2,93.7349397590361,96,68.0804063038276
"985","female","group C","some high school","standard","none",89.6,87.9518072289157,92,75.293113199047
"986","male","group A","high school","standard","none",82.8,76.3855421686747,79.5555555555556,80.5151242849803
"987","female","group C","associate's degree","standard","none",76,80.2409638554217,78.2222222222222,89.9946752101334
"988","male","group E","some high school","standard","completed",92.4,87.9518072289157,89.3333333333333,92.9121542240324
"989","female","group A","some high school","free/reduced","none",77.6,73.4939759036145,75.5555555555556,96.0427414669851
"990","female","group D","some college","free/reduced","completed",86.8,93.2530120481928,92.4444444444444,66.5653654053555
"991","male","group E","high school","free/reduced","completed",94.4,90.8433734939759,88.8888888888889,99.1304688051509
"992","female","group B","some high school","standard","completed",86,91.3253012048193,90.2222222222222,68.6152620305997
"993","female","group D","associate's degree","free/reduced","none",82,88.433734939759,89.3333333333333,71.3129439381014
"994","female","group D","bachelor's degree","free/reduced","none",84.8,86.5060240963855,88.4444444444444,72.9086799012867
"995","male","group A","high school","standard","none",85.2,82.1686746987952,83.1111111111111,84.0024328692494
"996","female","group E","master's degree","standard","completed",95.2,99.5180722891566,97.7777777777778,57.6745362853686
"997","male","group C","high school","free/reduced","none",84.8,78.3132530120482,80,80.664581153397
"998","female","group C","high school","free/reduced","completed",83.6,86.0240963855422,84.4444444444444,79.3710567095107
"999","female","group D","some college","standard","completed",87.2,89.3975903614458,89.7777777777778,65.3519004115617
"1000","female","group D","some college","free/reduced","none",90.8,93.2530120481928,93.7777777777778,64.8705597688422
